analisis,media_yes_original,media_no_original,diferencia_original,media_yes_sin_outliers,media_no_sin_outliers,diferencia_sin_outliers,cambio_diferencia,cambio_diferencia_pct,n_original,n_sin_outliers
Diferencia Humidity3pm según RainTomorrow,68.29196599429055,46.855726649234484,21.436239345056066,68.29196599429055,46.855726649234484,21.436239345056066,0.0,0.0,145460,145460
